Energy,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11
884.915628,6,0,0,0,0,0,0,0,9,1,0
885.369636,3,0,0,0,0,0,0,1,9,1,0
888.500691,2,0,0,0,0,0,0,0,9,0,1
907.965248,6,0,0,0,0,0,0,0,10,7,0
908.575192,3,0,0,0,0,0,0,1,10,7,0
937.959092,3,0,0,0,0,0,0,0,11,10,0
938.788865,6,0,0,0,0,0,0,1,11,10,0
948.591116,6,0,1,0,0,0,0,0,1,1,0
952.569615,2,0,1,0,0,0,0,0,1,0,1
955.106664,2,0,0,0,0,0,0,0,10,6,1
955.651042,5,0,0,0,0,0,0,1,10,6,0
968.121906,5,0,1,0,0,0,0,1,0,0,0
976.920559,3,0,1,0,0,0,0,0,2,2,0
984.170756,3,0,1,0,0,0,0,1,1,1,0
988.845388,6,0,1,0,0,0,0,0,2,1,0
994.773242,6,0,0,0,0,0,0,0,10,5,0
995.267516,3,0,0,0,0,0,0,1,10,5,0
1007.809230,5,0,0,0,0,0,0,0,11,9,0
1008.512042,2,0,0,0,0,0,0,1,11,9,1
1012.007522,2,0,0,0,0,0,0,0,12,12,1
1012.534419,6,0,1,0,0,0,0,1,2,2,0
1013.055689,5,0,0,0,0,0,0,1,12,12,0
1017.414868,5,0,1,0,0,0,0,0,3,3,0
1023.713467,3,0,1,0,0,0,0,1,2,1,0
1027.078564,3,0,0,0,0,0,0,0,10,4,0
1027.437000,5,0,1,0,0,0,0,1,2,0,0
1027.535366,6,0,0,0,0,0,0,1,10,4,0
1037.277808,3,0,1,0,0,0,0,0,3,2,0
1049.159484,6,0,1,0,0,0,0,0,3,1,0
1052.106508,5,0,0,0,0,0,0,0,10,3,0
1052.549931,2,0,0,0,0,0,0,1,10,3,1
1053.111769,2,0,1,0,0,0,0,0,3,0,1
1053.207969,2,0,1,0,0,0,0,1,3,3,1
1069.771802,3,0,0,0,0,0,0,0,11,8,0
1069.946252,3,0,0,0,0,0,0,0,10,2,0
1070.061328,3,0,1,0,0,0,0,0,4,4,0
1070.357691,6,0,0,0,0,0,0,1,10,2,0
1070.377573,6,0,0,0,0,0,0,1,11,8,0
1071.828880,6,0,1,0,0,0,0,1,3,2,0
1080.626833,6,0,0,0,0,0,0,0,10,1,0
1081.027622,3,0,0,0,0,0,0,1,10,1,0
1082.985706,3,0,1,0,0,0,0,1,3,1,0
1084.581291,5,0,0,0,0,0,0,1,10,0,0
1097.437817,6,0,0,0,0,0,0,0,12,11,0
1097.861477,5,0,1,0,0,0,0,0,4,3,0
1098.294767,3,0,0,0,0,0,0,1,12,11,0
1106.172727,6,0,1,0,0,0,0,1,4,4,0
1117.628871,3,0,1,0,0,0,0,0,4,2,0
1124.035843,6,0,0,0,0,0,0,0,11,7,0
1124.567303,3,0,0,0,0,0,0,1,11,7,0
1129.453816,6,0,1,0,0,0,0,0,4,1,0
1132.236256,2,0,1,0,0,0,0,1,4,3,1
1134.842112,6,0,1,0,0,0,0,0,5,5,0
1150.810084,6,0,1,0,0,0,0,1,4,2,0
1161.937176,3,0,1,0,0,0,0,1,4,1,0
1165.643343,5,0,1,0,0,0,0,1,4,0,0
1170.585592,3,0,1,0,0,0,0,0,5,4,0
1170.761105,2,0,0,0,0,0,0,0,11,6,1
1171.235501,5,0,0,0,0,0,0,1,11,6,0
1171.420334,3,0,1,0,0,0,0,1,5,5,0
1174.608821,3,0,0,0,0,0,0,0,12,10,0
1175.322223,6,0,0,0,0,0,0,1,12,10,0
1176.148420,6,0,0,0,0,0,0,0,13,13,0
1177.254388,3,0,0,0,0,0,0,1,13,13,0
1198.218952,5,0,1,0,0,0,0,0,5,3,0
1204.921853,6,0,1,0,0,0,0,1,5,4,0
1210.080970,6,0,0,0,0,0,0,0,11,5,0
1210.512109,3,0,0,0,0,0,0,1,11,5,0
1211.733367,2,0,1,0,0,0,0,0,6,6,1
1217.868814,3,0,1,0,0,0,0,0,5,2,0
1229.624014,6,0,1,0,0,0,0,0,5,1,0
1230.896547,2,0,1,0,0,0,0,1,5,3,1
1233.538807,2,0,1,0,0,0,0,0,5,0,1
1242.106418,3,0,0,0,0,0,0,0,11,4,0
1242.504986,6,0,0,0,0,0,0,1,11,4,0
1243.768015,5,0,0,0,0,0,0,0,12,9,0
1244.372434,2,0,0,0,0,0,0,1,12,9,1
1248.928447,5,0,1,0,0,0,0,1,6,6,0
1249.410809,6,0,1,0,0,0,0,1,5,2,0
1255.433924,6,0,1,0,0,0,0,0,6,5,0
1260.500612,3,0,1,0,0,0,0,1,5,1,0
1266.937324,5,0,0,0,0,0,0,0,11,3,0
1267.288763,2,0,0,0,0,0,0,1,11,3,1
1269.072042,2,0,0,0,0,0,0,0,13,12,1
1269.961115,5,0,0,0,0,0,0,1,13,12,0
1284.606184,3,0,0,0,0,0,0,0,11,2,0
1284.965051,6,0,0,0,0,0,0,1,11,2,0
1289.868506,3,0,1,0,0,0,0,1,6,5,0
1290.920252,3,0,1,0,0,0,0,0,6,4,0
1295.195646,6,0,0,0,0,0,0,0,11,1,0
1295.545307,3,0,0,0,0,0,0,1,11,1,0
1298.722379,2,0,0,0,0,0,0,0,11,0,1
1300.706630,6,0,1,0,0,0,0,0,7,7,0
1305.127540,3,0,0,0,0,0,0,0,12,8,0
1305.649115,6,0,0,0,0,0,0,1,12,8,0
1318.357128,5,0,1,0,0,0,0,0,6,3,0
1323.236234,6,0,1,0,0,0,0,1,6,4,0
1337.869459,3,0,1,0,0,0,0,0,6,2,0
1338.673260,3,0,1,0,0,0,0,1,7,7,0
1349.109757,2,0,1,0,0,0,0,1,6,3,1
1349.542581,6,0,1,0,0,0,0,0,6,1,0
1352.369456,3,0,0,0,0,0,0,0,14,14,0
1352.384675,2,0,1,0,0,0,0,0,7,6,1
1353.541377,6,0,0,0,0,0,0,1,14,14,0
1353.566772,6,0,0,0,0,0,0,0,13,11,0
1354.294540,3,0,0,0,0,0,0,1,13,11,0
1358.871265,6,0,0,0,0,0,0,0,12,7,0
1359.328944,3,0,0,0,0,0,0,1,12,7,0
1367.546999,6,0,1,0,0,0,0,1,6,2,0
1378.591947,3,0,1,0,0,0,0,1,6,1,0
1382.270784,5,0,1,0,0,0,0,1,6,0,0
1387.054005,5,0,1,0,0,0,0,1,7,6,0
1395.718408,6,0,1,0,0,0,0,0,7,5,0
1401.728137,3,0,1,0,0,0,0,0,8,8,0
1405.154068,2,0,0,0,0,0,0,0,12,6,1
1405.562599,5,0,0,0,0,0,0,1,12,6,0
1427.803347,3,0,1,0,0,0,0,1,7,5,0
1429.911372,3,0,0,0,0,0,0,0,13,10,0
1430.517460,6,0,0,0,0,0,0,1,13,10,0
1430.911932,3,0,1,0,0,0,0,0,7,4,0
1440.627197,6,0,1,0,0,0,0,1,8,8,0
1444.105172,6,0,0,0,0,0,0,0,12,5,0
1444.476615,3,0,0,0,0,0,0,1,12,5,0
1452.810984,6,0,0,0,0,0,0,0,14,13,0
1453.737481,3,0,0,0,0,0,0,1,14,13,0
1458.126802,5,0,1,0,0,0,0,0,7,3,0
1461.014700,6,0,1,0,0,0,0,1,7,4,0
1461.411150,6,0,1,0,0,0,0,0,8,7,0
1475.832879,3,0,0,0,0,0,0,0,12,4,0
1476.176379,6,0,0,0,0,0,0,1,12,4,0
1477.480963,3,0,1,0,0,0,0,0,7,2,0
1486.759741,2,0,1,0,0,0,0,1,7,3,1
1489.060769,6,0,1,0,0,0,0,0,7,1,0
1492.920903,2,0,1,0,0,0,0,0,7,0,1
1496.452790,3,0,1,0,0,0,0,1,8,7,0
1498.343267,5,0,0,0,0,0,0,0,13,9,0
1498.857307,2,0,0,0,0,0,0,1,13,9,1
1500.404253,5,0,0,0,0,0,0,0,12,3,0
1500.765559,2,0,0,0,0,0,0,1,12,3,1
1505.117624,6,0,1,0,0,0,0,1,7,2,0
1512.592986,2,0,1,0,0,0,0,0,8,6,1
1514.758905,5,0,1,0,0,0,0,0,9,9,0
1516.110057,3,0,1,0,0,0,0,1,7,1,0
1517.940778,3,0,0,0,0,0,0,0,12,2,0
1518.250309,6,0,0,0,0,0,0,1,12,2,0
1528.433305,6,0,0,0,0,0,0,0,12,1,0
1528.734582,3,0,0,0,0,0,0,1,12,1,0
1532.226645,5,0,0,0,0,0,0,1,12,0,0
1540.622081,5,0,0,0,0,0,0,0,15,15,0
1541.869159,2,0,0,0,0,0,0,1,15,15,1
1544.576022,5,0,1,0,0,0,0,1,8,6,0
1544.636957,2,0,0,0,0,0,0,0,14,12,1
1545.382373,5,0,0,0,0,0,0,1,14,12,0
1554.758655,2,0,1,0,0,0,0,1,9,9,1
1555.519048,6,0,1,0,0,0,0,0,8,5,0
1559.068250,3,0,0,0,0,0,0,0,13,8,0
1559.511505,6,0,0,0,0,0,0,1,13,8,0
1582.481489,3,0,1,0,0,0,0,0,9,8,0
1585.106759,3,0,1,0,0,0,0,1,8,5,0
1590.387613,3,0,1,0,0,0,0,0,8,4,0
1612.263652,6,0,0,0,0,0,0,0,13,7,0
1612.653010,3,0,0,0,0,0,0,1,13,7,0
1613.613649,6,0,2,0,0,0,0,0,1,1,0
1617.352333,5,0,1,0,0,0,0,0,8,3,0
1617.848838,2,0,2,0,0,0,0,0,1,0,1
1618.035027,6,0,1,0,0,0,0,1,9,8,0
1618.139123,6,0,1,0,0,0,0,1,8,4,0
1626.274579,3,0,0,0,1,0,1,0,0,0,0
1627.372364,6,0,0,0,1,0,1,1,0,0,0
1628.157138,6,0,0,0,0,0,0,0,14,11,0
1628.767478,3,0,0,0,0,0,0,1,14,11,0
1636.534507,3,0,1,0,0,0,0,0,8,2,0
1639.587830,6,0,0,0,1,0,1,0,1,1,0
1639.754612,3,0,1,0,0,0,0,0,10,10,0
1640.668009,3,0,0,0,1,0,1,1,1,1,0
1641.518635,6,0,1,0,0,0,0,0,9,7,0
1641.645022,3,0,2,0,0,0,0,0,2,2,0
1643.754976,2,0,1,0,0,0,0,1,8,3,1
1645.354940,5,0,0,0,1,0,1,0,1,1,0
1646.630235,3,0,0,0,1,0,1,0,1,0,1
1647.284567,2,0,0,0,1,0,1,1,1,1,0
1647.814412,6,0,0,0,1,0,1,1,1,0,1
1648.010141,6,0,1,0,0,0,0,0,8,1,0
1648.598805,3,0,0,0,0,0,0,0,15,14,0
1649.567671,6,0,0,0,0,0,0,1,15,14,0
1654.353392,6,0,2,0,0,0,0,0,2,1,0
1658.079598,2,0,0,0,0,0,0,0,13,6,1
1658.427594,5,0,0,0,0,0,0,1,13,6,0
1662.004908,6,0,1,0,0,0,0,1,8,2,0
1665.223118,2,0,0,0,1,0,1,0,2,2,0
1666.294513,5,0,0,0,1,0,1,1,2,2,0
1672.936942,3,0,1,0,0,0,0,1,8,1,0
1673.526327,3,0,1,0,0,0,0,1,9,7,0
1676.578307,5,0,1,0,0,0,0,1,8,0,0
1677.297581,3,0,0,0,1,0,1,0,2,2,0
1678.638442,6,0,0,0,1,0,1,1,2,2,0
1680.273988,6,0,0,0,1,0,1,0,2,1,0
1681.032032,6,0,1,0,0,0,0,1,10,10,0
1681.501120,3,0,0,0,1,0,1,1,2,1,0
1681.557629,5,0,2,0,0,0,0,0,3,3,0
1686.542017,2,0,0,0,1,0,1,1,2,1,0
1687.231239,5,0,0,0,1,0,1,0,2,1,0
1687.368071,3,0,0,0,1,0,1,0,2,0,0
1688.766543,6,0,0,0,1,0,1,1,2,0,0
1692.159941,2,0,1,0,0,0,0,0,9,6,1
1696.642123,6,0,0,0,0,0,0,0,13,5,0
1696.958251,3,0,0,0,0,0,0,1,13,5,0
1702.709073,3,0,2,0,0,0,0,0,3,2,0
1703.182055,6,0,0,0,1,0,1,0,3,3,1
1703.638947,3,0,0,0,0,0,0,0,14,10,0
1704.148257,6,0,0,0,0,0,0,1,14,10,0
1704.245644,3,0,0,0,1,0,1,1,3,3,1
1715.477164,6,0,2,0,0,0,0,0,3,1,0
1715.558894,5,0,1,0,0,0,0,0,10,9,0
1719.744529,2,0,2,0,0,0,0,0,3,0,1
1721.299928,6,0,0,0,1,0,1,0,3,3,1
1721.359124,5,0,1,0,0,0,0,1,9,6,0
1722.857003,3,0,0,0,1,0,1,1,3,3,0
1726.220591,2,0,0,0,1,0,1,0,3,2,0
1727.471542,5,0,0,0,1,0,1,1,3,2,0
1728.055329,3,0,0,0,0,0,0,0,13,4,0
1728.347500,6,0,0,0,0,0,0,1,13,4,0
1733.336400,3,0,2,0,0,0,0,0,4,4,0
1734.642287,6,0,1,0,0,0,0,0,9,5,0
1738.130404,3,0,0,0,1,0,1,0,3,2,0
1739.630324,6,0,0,0,1,0,1,1,3,2,0
1740.808029,3,0,0,0,0,0,0,0,16,16,0
1741.309405,6,0,0,0,1,0,1,0,3,1,0
1742.140379,6,0,0,0,0,0,0,1,16,16,0
1742.802496,3,0,0,0,1,0,1,1,3,1,0
1745.590111,5,0,0,0,1,0,1,0,3,1,0
1747.766574,6,0,0,0,0,0,0,0,15,13,0
1748.533840,3,0,0,0,0,0,0,1,15,13,0
1748.535820,3,0,0,0,1,0,1,0,3,0,1
1750.345267,6,0,0,0,1,0,1,1,3,0,1
1751.451343,2,0,0,0,1,0,1,1,3,1,0
1751.767224,2,0,1,0,0,0,0,1,10,9,1
1752.433253,5,0,0,0,0,0,0,0,13,3,0
1752.648032,2,0,0,0,0,0,0,1,13,3,1
1753.453208,3,0,0,0,1,0,1,0,4,4,0
1754.516762,6,0,0,0,1,0,1,1,4,4,0
1761.643696,3,0,1,0,0,0,0,1,9,5,0
1762.860154,5,0,2,0,0,0,0,0,4,3,0
1769.156930,3,0,1,0,0,0,0,0,9,4,0
1769.749871,3,0,0,0,0,0,0,0,13,2,0
1770.012798,6,0,0,0,0,0,0,1,13,2,0
1771.311327,5,0,0,0,0,0,0,0,14,9,0
1771.742967,2,0,0,0,0,0,0,1,14,9,1
1776.666659,6,0,1,0,0,0,0,0,11,11,0
1777.598768,2,0,0,0,1,0,1,0,4,4,0
1779.459030,5,0,0,0,1,0,1,1,4,4,0
1780.139529,6,0,0,0,0,0,0,0,13,1,0
1780.396400,3,0,0,0,0,0,0,1,13,1,0
1782.464973,3,0,1,0,0,0,0,0,10,8,0
1783.600439,2,0,0,0,0,0,0,0,13,0,1
1784.149318,3,0,2,0,0,0,0,0,4,2,0
1784.456979,6,0,0,0,1,0,1,0,4,3,0
1785.740099,3,0,0,0,1,0,1,1,4,3,0
1794.474479,6,0,1,0,0,0,0,1,9,4,0
1795.856506,5,0,1,0,0,0,0,0,9,3,0
1796.968329,6,0,2,0,0,0,0,0,5,5,0
1796.981405,6,0,2,0,0,0,0,0,4,1,0
1802.454189,6,0,0,0,1,0,1,0,4,3,0
1804.360024,3,0,0,0,1,0,1,1,4,3,1
1807.496574,2,0,0,0,1,0,1,0,4,2,0
1809.081784,5,0,0,0,1,0,1,1,4,2,0
1814.622582,6,0,1,0,0,0,0,1,10,8,0
1814.843917,3,0,1,0,0,0,0,0,9,2,0
1816.024583,5,0,0,0,1,0,1,0,5,5,0
1817.093212,2,0,0,0,1,0,1,1,5,5,0
1818.922479,3,0,0,0,1,0,1,0,4,2,0
1819.408549,3,0,1,0,0,0,0,1,11,11,0
1819.915239,2,0,1,0,0,0,0,1,9,3,1
1820.474169,6,0,0,0,1,0,1,1,4,2,0
1822.696777,6,0,0,0,1,0,1,0,4,1,0
1824.620750,3,0,0,0,1,0,1,1,4,1,0
1826.205634,6,0,1,0,0,0,0,0,9,1,0
1826.615736,2,0,0,0,1,0,1,1,4,1,0
1830.001094,2,0,1,0,0,0,0,0,9,0,1
1830.177009,3,0,0,0,1,0,1,0,4,0,0
1831.372549,3,0,0,0,0,0,0,0,14,8,0
1831.438826,5,0,0,0,1,0,1,0,4,1,0
1831.745197,6,0,0,0,0,0,0,1,14,8,0
1832.640321,6,0,0,0,1,0,1,1,4,0,0
1834.743532,3,0,2,0,0,0,0,0,5,4,0
1838.074477,6,0,1,0,0,0,0,1,9,2,0
1838.456881,2,0,0,0,0,0,0,0,15,12,1
1839.075131,5,0,0,0,0,0,0,1,15,12,0
1840.809937,6,0,1,0,0,0,0,0,10,7,0
1846.177981,6,0,0,0,1,0,1,0,5,5,0
1848.469542,3,0,0,0,1,0,1,1,5,5,0
1848.938109,3,0,1,0,0,0,0,1,9,1,0
1854.983193,3,0,0,0,1,0,1,0,5,4,0
1856.286672,6,0,0,0,1,0,1,1,5,4,0
1856.386372,5,0,0,0,0,0,0,0,16,15,0
1857.404548,2,0,0,0,0,0,0,1,16,15,1
1860.600857,3,0,1,0,0,0,0,0,11,10,0
1864.532260,5,0,2,0,0,0,0,0,5,3,0
1869.741384,3,0,1,0,0,0,0,1,10,7,0
1872.439614,2,0,2,0,0,0,0,0,6,6,1
1879.040075,2,0,0,0,1,0,1,0,5,4,0
1881.492900,5,0,0,0,1,0,1,1,5,4,0
1882.177407,5,0,2,0,0,0,0,1,0,0,0
1883.994226,6,0,0,0,0,0,0,0,14,7,0
1884.321696,3,0,0,0,0,0,0,1,14,7,0
1885.948821,3,0,2,0,0,0,0,0,5,2,0
1885.961877,6,0,0,0,1,0,1,0,5,3,1
1887.574291,3,0,0,0,1,0,1,1,5,3,1
1890.872172,2,0,1,0,0,0,0,0,10,6,1
1890.880223,3,0,0,0,1,0,1,0,6,6,0
1891.959288,6,0,0,0,1,0,1,1,6,6,1
1897.611337,6,0,1,0,0,0,0,1,11,10,0
1898.038242,3,0,2,0,0,0,0,1,1,1,0
1898.845511,6,0,2,0,0,0,0,0,5,1,0
1903.153071,2,0,2,0,0,0,0,0,5,0,1
1903.538809,6,0,0,0,1,0,1,0,5,3,1
1905.703848,3,0,0,0,1,0,1,1,5,3,0
1909.081241,2,0,0,0,1,0,1,0,5,2,0
1911.039099,5,0,0,0,1,0,1,1,5,2,0
1917.251032,5,0,1,0,0,0,0,1,10,6,0
1918.290754,6,0,2,0,0,0,0,0,6,5,0
1919.485689,3,0,0,0,1,0,1,0,5,2,0
1920.967826,6,0,0,0,0,0,0,0,15,11,0
1920.982444,6,0,0,0,1,0,1,1,5,2,0
1921.474819,3,0,0,0,0,0,0,1,15,11,0
1924.424377,6,0,0,0,1,0,1,0,5,1,0
1925.441963,2,0,1,0,0,0,0,0,12,12,1
1925.580571,5,0,0,0,1,0,1,0,5,1,0
1926.235823,6,0,2,0,0,0,0,1,2,2,0
1926.986480,3,0,0,0,1,0,1,1,5,1,0
1927.014322,3,0,0,0,1,0,1,0,6,6,1
1929.321685,2,0,0,0,0,0,0,0,14,6,1
1929.614266,5,0,0,0,0,0,0,1,14,6,0
1929.914892,6,0,0,0,1,0,1,1,6,6,0
1932.287151,3,0,0,0,1,0,1,0,5,0,1
1932.879227,6,0,1,0,0,0,0,0,10,5,0
1935.396542,5,0,1,0,0,0,0,0,11,9,0
1935.622583,6,0,0,0,1,0,1,1,5,0,1
1936.792697,3,0,2,0,0,0,0,1,2,1,0
1937.782658,5,0,0,0,1,0,1,0,6,5,0
1938.138659,2,0,0,0,1,0,1,1,5,1,0
1939.105167,2,0,0,0,1,0,1,1,6,5,0
1940.311749,5,0,2,0,0,0,0,1,2,0,0
1952.889183,6,0,0,0,0,0,0,0,17,17,0
1954.318167,3,0,0,0,0,0,0,1,17,17,0
1956.535106,3,0,2,0,0,0,0,0,6,4,0
1957.262199,3,0,1,0,0,0,0,1,10,5,0
1959.735424,6,0,2,0,0,0,0,0,7,7,0
1962.897835,3,0,0,0,0,0,0,0,16,14,0
1963.690812,6,0,0,0,0,0,0,1,16,14,0
1966.763090,2,0,2,0,0,0,0,1,3,3,1
1967.014385,3,0,1,0,0,0,0,0,10,4,0
1967.477228,6,0,0,0,0,0,0,0,14,5,0
1967.743046,3,0,0,0,0,0,0,1,14,5,0
1967.829033,2,0,1,0,0,0,0,1,11,9,1
1967.886785,6,0,0,0,1,0,1,0,6,5,0
1969.846452,5,0,1,0,0,0,0,1,12,12,0
1971.102061,3,0,0,0,1,0,1,1,6,5,0
1976.661100,3,0,0,0,1,0,1,0,6,4,0
1977.997768,6,0,0,0,1,0,1,0,7,7,0
1978.312764,6,0,0,0,1,0,1,1,6,4,0
1979.093003,3,0,0,0,1,0,1,1,7,7,0
1984.353539,6,0,2,0,0,0,0,1,3,2,0
1986.524674,5,0,2,0,0,0,0,0,6,3,0
1989.869169,6,0,1,0,0,0,0,1,10,4,0
1993.415822,5,0,1,0,0,0,0,0,10,3,0
1994.908336,3,0,2,0,0,0,0,1,3,1,0
1995.555426,3,0,0,0,0,0,0,0,15,10,0
1995.977909,6,0,0,0,0,0,0,1,15,10,0
1998.561356,3,0,0,0,0,0,0,0,14,4,0
1998.807059,6,0,0,0,0,0,0,1,14,4,0
2000.325556,2,0,0,0,1,0,1,0,6,4,0
2001.439691,3,0,1,0,0,0,0,0,11,8,0
2003.293855,5,0,0,0,1,0,1,1,6,4,0
2007.633785,6,0,0,0,1,0,1,0,6,3,0
2008.056606,3,0,2,0,0,0,0,0,6,2,0
2009.720023,3,0,0,0,1,0,1,1,6,3,0
2012.208663,3,0,1,0,0,0,0,0,10,2,0
2013.442252,2,0,2,0,0,0,0,0,7,6,1
2015.163836,2,0,1,0,0,0,0,1,10,3,1
2017.561131,6,0,1,0,0,0,0,0,12,11,0
2019.609562,6,0,2,0,0,0,0,1,4,4,0
2020.079967,5,0,0,0,1,0,1,0,7,7,0
2021.018406,6,0,2,0,0,0,0,0,6,1,0
2022.611087,5,0,0,0,0,0,0,0,14,3,0
2022.933483,2,0,0,0,0,0,0,1,14,3,1
2023.447134,6,0,1,0,0,0,0,0,10,1,0
2023.803527,2,0,0,0,1,0,1,1,7,7,0
2024.356409,6,0,0,0,1,0,1,0,6,3,0
2026.668006,3,0,0,0,1,0,1,1,6,3,1
2030.219957,6,0,1,0,0,0,0,1,11,8,0
2030.760052,2,0,0,0,1,0,1,0,6,2,0
2032.837869,3,0,0,0,1,0,1,0,7,6,1
2033.176054,6,0,1,0,0,0,0,1,10,2,0
