Energy,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11
2033.535546,5,0,0,0,1,0,1,1,6,2,0
2034.179784,6,0,0,0,1,0,1,1,7,6,0
2039.672153,3,0,0,0,1,0,1,0,6,2,0
2039.822178,3,0,0,0,0,0,0,0,14,2,0
2040.043682,6,0,0,0,0,0,0,1,14,2,0
2041.058183,6,0,0,0,1,0,1,1,6,2,0
2043.962823,3,0,1,0,0,0,0,1,10,1,0
2044.227703,2,0,2,0,0,0,0,1,4,3,1
2046.078641,2,0,0,0,1,0,1,1,6,1,0
2046.452634,6,0,0,0,1,0,1,0,6,1,0
2047.556769,5,0,1,0,0,0,0,1,10,0,0
2049.869732,3,0,0,0,1,0,1,1,6,1,0
2050.104840,6,0,0,0,0,0,0,0,14,1,0
2050.320492,3,0,0,0,0,0,0,1,14,1,0
2053.743415,5,0,0,0,0,0,0,1,14,0,0
2054.780558,3,0,0,0,1,0,1,0,6,0,0
2055.526461,3,0,1,0,0,0,0,1,12,11,0
2057.148634,5,0,0,0,1,0,1,0,6,1,0
2058.838523,3,0,2,0,0,0,0,0,8,8,0
2059.053348,6,0,1,0,0,0,0,0,11,7,0
2059.141426,6,0,0,0,1,0,1,1,6,0,0
2060.083205,6,0,2,0,0,0,0,0,7,5,0
2060.757282,6,0,0,0,0,0,0,0,16,13,0
2061.385686,3,0,0,0,0,0,0,1,16,13,0
2061.813293,6,0,2,0,0,0,0,1,4,2,0
2062.438757,5,0,0,0,0,0,0,0,15,9,0
2062.797986,2,0,0,0,0,0,0,1,15,9,1
2068.973334,3,0,0,0,1,0,1,0,7,6,0
2072.364689,3,0,2,0,0,0,0,1,4,1,0
2073.213849,6,0,0,0,1,0,1,1,7,6,1
2075.882050,5,0,2,0,0,0,0,1,4,0,0
2076.074909,3,0,0,0,0,0,0,0,17,16,0
2077.149630,6,0,0,0,0,0,0,1,17,16,0
2077.352802,2,0,0,0,1,0,1,0,8,8,0
2078.470309,5,0,0,0,1,0,1,1,8,8,0
2079.590554,5,0,0,0,1,0,1,0,7,5,0
2081.274076,2,0,0,0,1,0,1,1,7,5,0
2084.761761,3,0,2,0,0,0,0,1,5,5,0
2084.928842,3,0,1,0,0,0,0,1,11,7,0
2086.021733,6,0,1,0,0,0,0,0,13,13,0
2098.589197,3,0,2,0,0,0,0,0,7,4,0
2100.272189,3,0,1,0,0,0,0,0,12,10,0
2108.503776,2,0,1,0,0,0,0,0,11,6,1
2109.327477,6,0,0,0,1,0,1,0,7,5,0
2113.395529,3,0,0,0,1,0,1,1,7,5,0
2116.399900,6,0,2,0,0,0,0,1,5,4,0
2118.398886,3,0,0,0,1,0,1,0,7,4,0
2120.192745,6,0,2,0,0,0,0,0,8,7,0
2120.537200,6,0,0,0,1,0,1,1,7,4,0
2121.811057,3,0,0,0,0,0,0,0,15,8,0
2122.120927,6,0,0,0,0,0,0,1,15,8,0
2125.343367,3,0,0,0,1,0,1,0,8,8,0
2128.731161,5,0,2,0,0,0,0,0,7,3,0
2130.088326,6,0,0,0,1,0,1,1,8,8,0
2132.083406,5,0,1,0,0,0,0,1,11,6,0
2132.299343,3,0,1,0,0,0,0,1,13,13,0
2133.105348,6,0,1,0,0,0,0,1,12,10,0
2140.127002,6,0,0,0,1,0,1,0,8,7,0
2141.008990,2,0,2,0,0,0,0,1,5,3,1
2141.245361,2,0,0,0,1,0,1,0,7,4,0
2141.489878,3,0,0,0,1,0,1,1,8,7,0
2144.649832,5,0,0,0,1,0,1,1,7,4,0
2149.390865,6,0,0,0,1,0,1,0,7,3,1
2150.008246,6,0,1,0,0,0,0,0,11,5,0
2150.280248,2,0,0,0,0,0,0,0,16,12,1
2150.380972,3,0,2,0,0,0,0,0,7,2,0
2150.786936,5,0,0,0,0,0,0,1,16,12,0
2152.125354,3,0,0,0,1,0,1,1,7,3,1
2158.587242,6,0,2,0,0,0,0,1,5,2,0
2162.203126,5,0,2,0,0,0,0,1,6,6,0
2163.392010,6,0,2,0,0,0,0,0,7,1,0
2164.740653,6,0,0,0,1,0,1,0,7,3,1
2167.093467,3,0,0,0,1,0,1,1,7,3,0
2167.784364,2,0,2,0,0,0,0,0,7,0,1
2169.133874,3,0,2,0,0,0,0,1,5,1,0
2169.730297,5,0,2,0,0,0,0,0,9,9,0
2171.794258,3,0,1,0,0,0,0,1,11,5,0
2172.814981,2,0,0,0,1,0,1,0,7,2,0
2173.836997,6,0,0,0,0,0,0,0,15,7,0
2174.014877,5,0,1,0,0,0,0,0,12,9,0
2174.108880,3,0,0,0,0,0,0,1,15,7,0
2175.161981,2,0,2,0,0,0,0,0,8,6,1
2176.010515,5,0,0,0,1,0,1,1,7,2,0
2176.821294,2,0,0,0,0,0,0,0,18,18,1
2178.359796,5,0,0,0,0,0,0,1,18,18,0
2179.369274,3,0,0,0,1,0,1,0,7,2,0
2180.633560,6,0,0,0,1,0,1,1,7,2,0
2182.273142,5,0,0,0,1,0,1,0,8,7,0
2183.742642,3,0,1,0,0,0,0,0,11,4,0
2184.702224,5,0,0,0,1,0,1,0,7,1,0
2186.389236,2,0,1,0,0,0,0,0,13,12,1
2187.787117,2,0,0,0,1,0,1,1,8,7,0
2188.698256,6,0,0,0,1,0,1,0,7,1,0
2188.915668,6,0,0,0,1,0,1,0,9,9,0
2189.981590,5,0,0,0,0,0,0,0,17,15,0
2190.061137,3,0,0,0,1,0,1,1,9,9,1
2190.804815,2,0,0,0,0,0,0,1,17,15,1
2193.159510,3,0,0,0,1,0,1,1,7,1,0
2194.731486,3,0,0,0,1,0,1,0,8,6,0
2196.442746,6,0,0,0,1,0,1,1,8,6,1
2197.500783,3,0,0,0,1,0,1,0,7,0,1
2200.851316,3,0,2,0,0,0,0,1,6,5,0
2202.757173,2,0,1,0,0,0,0,1,12,9,1
2202.988740,6,0,0,0,1,0,1,1,7,0,1
2204.155980,6,0,1,0,0,0,0,1,11,4,0
2206.216575,2,0,0,0,1,0,1,1,7,1,0
2209.854418,5,0,1,0,0,0,0,0,11,3,0
2218.656507,2,0,0,0,0,0,0,0,15,6,1
2218.899420,5,0,0,0,0,0,0,1,15,6,0
2222.078001,6,0,2,0,0,0,0,0,8,5,0
2225.468760,5,0,1,0,0,0,0,1,13,12,0
2228.415703,3,0,1,0,0,0,0,0,11,2,0
2229.217134,2,0,1,0,0,0,0,1,11,3,1
2230.531272,3,0,0,0,1,0,1,0,8,6,1
2231.751879,6,0,0,0,0,0,0,0,16,11,0
2232.166782,3,0,0,0,0,0,0,1,16,11,0
2232.475282,6,0,2,0,0,0,0,1,6,4,0
2236.038230,6,0,2,0,0,0,0,0,8,5,0
2238.604807,3,0,2,0,0,0,0,0,9,8,0
2239.157222,3,0,1,0,0,0,0,0,12,8,0
2239.521752,6,0,1,0,0,0,0,0,11,1,0
2241.335895,5,0,0,0,1,0,1,0,8,5,0
2242.768582,6,0,0,0,1,0,1,0,9,9,1
2243.248339,2,0,1,0,0,0,0,0,11,0,1
2243.515291,2,0,0,0,1,0,1,1,8,5,0
2247.143926,6,0,1,0,0,0,0,1,11,2,0
2248.647363,3,0,2,0,0,0,0,0,9,8,0
2251.914133,3,0,2,0,0,0,0,1,7,7,0
2256.388060,6,0,0,0,0,0,0,0,15,5,0
2256.608921,3,0,0,0,0,0,0,1,15,5,0
2257.071523,2,0,2,0,0,0,0,1,6,3,1
2257.844756,3,0,1,0,0,0,0,1,11,1,0
2258.341430,3,0,1,0,0,0,0,0,14,14,0
2259.624352,2,0,0,0,1,0,1,0,9,8,0
2260.721338,3,0,2,0,0,0,0,0,8,4,0
2261.011031,5,0,0,0,1,0,1,1,9,8,0
2264.641391,6,0,1,0,0,0,0,1,12,8,0
2270.277690,6,0,0,0,1,0,1,0,8,5,0
2274.638613,6,0,2,0,0,0,0,1,6,2,0
2275.194499,3,0,0,0,1,0,1,1,8,5,0
2277.047138,6,0,1,0,0,0,0,0,13,11,0
2280.087530,3,0,0,0,1,0,1,0,8,4,0
2282.880327,6,0,0,0,1,0,1,1,8,4,0
2285.178088,3,0,2,0,0,0,0,1,6,1,0
2287.129508,3,0,0,0,0,0,0,0,15,4,0
2287.333769,6,0,0,0,0,0,0,1,15,4,0
2288.691181,5,0,2,0,0,0,0,1,6,0,0
2290.991713,5,0,2,0,0,0,0,0,8,3,0
2292.393155,3,0,2,0,0,0,0,0,10,10,0
2294.998452,3,0,0,0,0,0,0,0,17,14,0
2295.640190,6,0,0,0,0,0,0,1,17,14,0
2296.007505,6,0,1,0,0,0,0,0,12,7,0
2297.560378,5,0,2,0,0,0,0,1,7,6,0
2301.587870,2,0,0,0,1,0,1,0,8,4,0
2301.837986,6,0,2,0,0,0,0,0,9,7,0
2305.416609,3,0,0,0,0,0,0,0,16,10,0
2305.446250,5,0,0,0,1,0,1,1,8,4,0
2305.763595,6,0,0,0,0,0,0,1,16,10,0
2306.716275,6,0,1,0,0,0,0,1,14,14,0
2307.624016,6,0,0,0,0,0,0,0,18,17,0
2307.752687,3,0,0,0,1,0,1,0,9,8,0
2308.762396,3,0,0,0,0,0,0,1,18,17,0
2310.408610,3,0,1,0,0,0,0,1,13,11,0
2311.026463,5,0,0,0,0,0,0,0,15,3,0
2311.084766,2,0,0,0,0,0,0,1,15,3,1
2311.123353,6,0,0,0,1,0,1,0,8,3,1
2312.653148,3,0,0,0,1,0,1,0,10,10,0
2312.771842,3,0,2,0,0,0,0,0,8,2,0
2313.831862,6,0,0,0,1,0,1,1,10,10,0
2314.701438,3,0,0,0,1,0,1,1,8,3,0
2314.695313,6,0,0,0,1,0,1,1,9,8,0
2318.903855,3,0,1,0,0,0,0,1,12,7,0
2322.061166,6,0,0,0,1,0,1,0,9,7,0
2323.799001,3,0,0,0,1,0,1,1,9,7,0
2324.326988,6,0,0,0,1,0,1,0,8,3,1
2326.032960,6,0,2,0,0,0,0,0,8,1,0
2326.886564,3,0,0,0,1,0,1,1,8,3,1
2327.939462,3,0,0,0,0,0,0,0,15,2,0
2328.123385,6,0,0,0,0,0,0,1,15,2,0
2334.306160,2,0,0,0,1,0,1,0,8,2,0
2336.188453,3,0,2,0,0,0,0,1,7,5,0
2338.110326,6,0,0,0,0,0,0,0,15,1,0
2338.289351,3,0,0,0,0,0,0,1,15,1,0
2338.472278,3,0,0,0,1,0,1,0,8,2,0
2339.346283,5,0,0,0,1,0,1,1,8,2,0
2339.635238,6,0,0,0,1,0,1,1,8,2,0
2341.495243,2,0,0,0,0,0,0,0,15,0,1
2344.237489,2,0,0,0,1,0,1,1,8,1,0
2344.819080,2,0,1,0,0,0,0,0,12,6,1
2351.022551,6,0,0,0,1,0,1,0,8,1,0
2353.872552,6,0,2,0,0,0,0,1,8,8,0
2356.675569,3,0,0,0,1,0,1,1,8,1,0
2357.029679,2,0,2,0,0,0,0,0,9,6,1
2358.494686,3,0,1,0,0,0,0,0,13,10,0
2360.251097,3,0,0,0,1,0,1,0,8,0,0
2363.226367,5,0,0,0,1,0,1,0,8,1,0
2363.911519,5,0,0,0,1,0,1,0,9,7,0
2365.672200,5,0,1,0,0,0,0,1,12,6,0
2366.946340,6,0,0,0,1,0,1,1,8,0,0
2367.028549,6,0,1,0,0,0,0,0,14,13,0
2367.791516,6,0,2,0,0,0,0,1,7,4,0
2368.771481,5,0,0,0,1,0,1,1,10,10,0
2371.126089,2,0,0,0,1,0,1,1,9,7,0
2371.487201,5,0,0,0,0,0,0,0,16,9,0
2371.781414,2,0,0,0,0,0,0,1,16,9,1
2372.316431,2,0,0,0,1,0,1,0,10,10,0
2376.424581,3,0,0,0,1,0,1,0,9,6,1
2378.638291,6,0,0,0,1,0,1,1,9,6,0
2379.325019,5,0,2,0,0,0,0,0,10,9,0
2385.798935,6,0,1,0,0,0,0,0,12,5,0
2387.310262,6,0,1,0,0,0,0,1,13,10,0
2391.298962,6,0,0,0,1,0,1,0,10,9,1
2391.520814,6,0,0,0,0,0,0,0,17,13,0
2392.029771,3,0,0,0,0,0,0,1,17,13,0
2392.367799,2,0,2,0,0,0,0,1,7,3,1
2392.711988,3,0,0,0,1,0,1,1,10,9,0
2399.843486,6,0,3,0,0,0,0,0,1,1,0
2403.151381,2,0,3,0,0,0,0,0,1,0,1
2403.981353,6,0,2,0,0,0,0,0,9,5,0
2405.057045,3,0,1,0,0,0,0,1,12,5,0
2406.502880,3,0,2,0,0,0,0,1,8,7,0
2407.389142,3,0,1,0,0,0,0,1,14,13,0
2409.920225,6,0,2,0,0,0,0,1,7,2,0
2411.449965,3,0,0,0,1,0,1,0,9,6,0
2412.370271,6,0,0,0,0,0,0,0,19,19,0
2414.032733,3,0,0,0,0,0,0,1,19,19,0
2418.307643,6,0,2,0,0,0,0,0,9,5,0
2419.114557,3,0,1,0,0,0,0,0,12,4,0
2420.449945,3,0,2,0,0,0,0,1,7,1,0
2422.885018,5,0,0,0,1,0,1,0,9,5,0
2425.723399,2,0,0,0,1,0,1,1,9,5,0
2426.808031,6,0,2,0,0,0,0,0,11,11,0
2427.912283,3,0,3,0,0,0,0,0,2,2,0
2428.916778,3,0,0,0,0,0,0,0,18,16,0
2429.775051,6,0,0,0,0,0,0,1,18,16,0
2430.147154,3,0,0,0,0,0,0,0,16,8,0
2430.401127,6,0,0,0,0,0,0,1,16,8,0
2431.149963,5,0,1,0,0,0,0,0,13,9,0
2437.152894,6,0,1,0,0,0,0,1,12,4,0
2437.841517,6,0,3,0,0,0,0,0,2,1,0
2440.219019,3,0,2,0,0,0,0,0,10,8,0
2442.341967,5,0,1,0,0,0,0,0,15,15,0
2442.652740,3,0,2,0,0,0,0,0,9,4,0
2444.879801,5,0,1,0,0,0,0,0,12,3,0
2445.376218,6,0,0,0,1,0,1,0,10,9,0
2448.527402,5,0,0,0,1,0,1,0,11,11,0
2449.747542,2,0,0,0,1,0,1,1,11,11,0
2450.509209,6,0,0,0,1,0,1,0,9,5,0
2452.122254,5,0,2,0,0,0,0,1,8,6,0
2453.765540,3,0,2,0,0,0,0,0,10,8,0
2456.348983,2,0,1,0,0,0,0,1,13,9,1
2456.421192,3,0,0,0,1,0,1,1,9,5,0
2461.553389,2,0,0,0,1,0,1,0,10,8,0
2461.593204,3,0,0,0,1,0,1,0,9,4,0
2462.071132,2,0,1,0,0,0,0,1,12,3,1
2463.242719,3,0,1,0,0,0,0,0,12,2,0
2463.317908,5,0,0,0,1,0,1,1,10,8,0
2465.231487,6,0,0,0,1,0,1,1,9,4,0
2465.672537,2,0,1,0,0,0,0,0,14,12,1
2468.053402,2,0,2,0,0,0,0,1,9,9,1
2468.353039,5,0,3,0,0,0,0,0,3,3,0
2473.010262,5,0,2,0,0,0,0,0,9,3,0
2474.206032,6,0,1,0,0,0,0,0,12,1,0
2479.799236,6,0,1,0,0,0,0,1,12,2,0
2479.849022,2,0,0,0,0,0,0,0,17,12,1
2480.259584,5,0,0,0,0,0,0,1,17,12,0
2481.145117,2,0,0,0,1,0,1,0,9,4,0
2481.556811,6,0,0,0,0,0,0,0,16,7,0
2481.779977,3,0,0,0,0,0,0,1,16,7,0
2484.902789,3,0,3,0,0,0,0,0,3,2,0
2485.581114,5,0,0,0,1,0,1,1,9,4,0
2490.402740,3,0,1,0,0,0,0,1,12,1,0
2490.719680,3,0,2,0,0,0,0,1,8,5,0
2492.682809,6,0,0,0,1,0,1,0,9,3,1
2493.053149,2,0,1,0,0,0,0,1,15,15,1
2493.939345,5,0,1,0,0,0,0,1,12,0,0
2494.856529,6,0,3,0,0,0,0,0,3,1,0
2494.973603,3,0,2,0,0,0,0,0,9,2,0
2495.362166,3,0,1,0,0,0,0,0,13,8,0
2497.302858,3,0,0,0,1,0,1,1,9,3,1
2498.178170,2,0,3,0,0,0,0,0,3,0,1
2499.692713,5,0,1,0,0,0,0,1,14,12,0
2503.263191,6,0,0,0,1,0,1,0,9,3,0
2503.565862,6,0,0,0,1,0,1,1,10,8,0
2506.038531,3,0,0,0,1,0,1,1,9,1,0
2508.446548,6,0,2,0,0,0,0,0,9,1,0
2509.435763,3,0,0,0,1,0,1,0,10,8,0
2510.762768,3,0,0,0,1,0,1,1,11,11,0
2512.860581,2,0,2,0,0,0,0,0,9,0,1
2513.941520,6,0,0,0,1,0,1,0,11,11,0
2516.738040,2,0,0,0,1,0,1,0,9,2,0
2516.877653,3,0,0,0,1,0,1,0,9,2,0
2517.685749,6,0,1,0,0,0,0,1,13,8,0
2518.002397,6,0,0,0,1,0,1,1,9,2,0
2518.468805,6,0,2,0,0,0,0,0,10,7,0
2519.447901,5,0,0,0,1,0,1,0,9,1,0
2521.156489,3,0,3,0,0,0,0,0,4,4,0
2521.980051,3,0,2,0,0,0,0,0,11,10,0
2522.292402,6,0,2,0,0,0,0,1,8,4,0
2523.641747,6,0,0,0,1,0,1,0,10,7,0
2524.171311,5,0,0,0,1,0,1,1,9,2,0
2525.850902,2,0,0,0,0,0,0,0,16,6,1
2525.887045,3,0,0,0,1,0,1,1,10,7,0
2526.050172,5,0,0,0,0,0,0,1,16,6,0
2527.651663,6,0,2,0,0,0,0,1,9,8,0
2533.237525,6,0,0,0,1,0,1,0,9,1,0
2535.117348,3,0,0,0,1,0,1,0,11,10,0
2536.562154,6,0,0,0,1,0,1,1,11,10,0
2540.193254,3,0,0,0,1,0,1,1,9,1,0
2540.523031,3,0,1,0,1,0,1,0,0,0,0
2541.129664,5,0,0,0,0,0,0,0,18,15,0
2541.787734,2,0,0,0,0,0,0,1,18,15,1
2542.816925,3,0,0,0,1,0,1,0,9,0,1
2544.319087,5,0,3,0,0,0,0,0,4,3,0
2546.843484,2,0,2,0,0,0,0,1,8,3,1
2550.796829,6,0,0,0,1,0,1,1,9,0,1
2550.990406,2,0,0,0,0,0,0,0,19,18,1
2551.423788,6,0,1,0,0,0,0,0,13,7,0
2552.200832,5,0,0,0,0,0,0,1,19,18,0
2554.251255,6,0,1,0,1,0,1,0,1,1,0
2554.338487,2,0,0,0,1,0,1,1,9,1,0
2554.835461,6,0,1,0,0,0,0,0,14,11,0
2558.628994,2,0,0,0,1,0,1,1,10,7,0
2559.210147,5,0,1,0,1,0,1,0,1,1,0
2559.416332,3,0,1,0,0,0,0,0,15,14,0
2560.255182,6,0,0,0,0,0,0,0,17,11,0
2560.592038,3,0,0,0,0,0,0,1,17,11,0
2560.922708,3,0,3,0,0,0,0,0,4,2,0
2561.149105,3,0,1,0,1,0,1,0,1,0,1
2563.144069,6,0,0,0,0,0,0,0,16,5,0
2563.325294,3,0,0,0,0,0,0,1,16,5,0
2564.373708,6,0,2,0,0,0,0,1,8,2,0
2564.743526,5,0,0,0,1,0,1,0,10,7,0
2570.907678,6,0,3,0,0,0,0,0,4,1,0
2571.466477,3,0,1,0,0,0,0,1,13,7,0
2572.955112,2,0,2,0,0,0,0,0,12,12,1
2573.821705,2,0,2,0,0,0,0,0,10,6,1
2574.890453,3,0,2,0,0,0,0,1,8,1,0
2577.760818,3,0,0,0,1,0,1,0,10,6,0
2578.395731,5,0,2,0,0,0,0,1,8,0,0
2580.014955,2,0,1,0,1,0,1,0,2,2,0
2580.247401,3,0,2,0,0,0,0,1,9,7,0
2580.636809,6,0,0,0,1,0,1,1,10,6,1
2583.833735,3,0,1,0,0,0,0,1,14,11,0
2586.127226,6,0,1,0,1,0,1,1,0,0,0
2586.310801,6,0,3,0,0,0,0,0,5,5,0
2590.384998,3,0,1,0,1,0,1,0,2,2,0
2590.393544,5,0,0,0,1,0,1,1,11,10,0
2593.530483,3,0,0,0,0,0,0,0,16,4,0
2593.698057,6,0,0,0,0,0,0,1,16,4,0
2594.428955,6,0,2,0,0,0,0,1,10,10,0
2595.102990,2,0,0,0,1,0,1,0,11,10,0
2595.491707,6,0,1,0,1,0,1,0,2,1,0
2596.497538,3,0,0,0,1,0,1,0,12,12,1
2597.764990,6,0,0,0,1,0,1,1,12,12,1
2599.370204,3,0,1,0,1,0,1,1,1,1,0
2599.575188,2,0,1,0,0,0,0,0,13,6,1
2601.233964,6,0,1,0,0,0,0,1,15,14,0
2601.408206,5,0,1,0,1,0,1,0,2,1,0
2602.399664,3,0,1,0,1,0,1,0,2,0,0
2604.838656,5,0,2,0,0,0,0,0,11,9,0
2605.409754,6,0,2,0,0,0,0,0,10,5,0
2605.593081,2,0,1,0,1,0,1,1,1,1,0
2606.333378,6,0,1,0,1,0,1,1,1,0,1
2611.488922,3,0,0,0,1,0,1,0,10,6,1
2613.175702,6,0,0,0,1,0,1,0,11,9,0
2614.969893,3,0,0,0,1,0,1,1,11,9,1
2616.071814,3,0,3,0,0,0,0,0,5,4,0
2616.993406,5,0,0,0,0,0,0,0,16,3,0
2617.342592,2,0,0,0,0,0,0,1,16,3,1
2617.818967,5,0,1,0,0,0,0,1,13,6,0
2617.807849,6,0,1,0,1,0,1,0,3,3,0
2620.002222,6,0,2,0,0,0,0,0,10,5,0
2624.080572,5,0,0,0,1,0,1,0,10,5,0
2624.852087,5,0,1,0,1,0,1,1,2,2,0
2625.824985,5,0,2,0,0,0,0,1,9,6,0
2627.765509,2,0,0,0,1,0,1,1,10,5,0
2632.973679,3,0,0,0,0,0,0,0,17,10,0
2633.254758,6,0,0,0,0,0,0,1,17,10,0
2633.342267,6,0,1,0,1,0,1,0,3,3,1
2633.873465,3,0,0,0,0,0,0,0,16,2,0
2634.025181,6,0,0,0,0,0,0,1,16,2,0
2634.991154,3,0,1,0,0,0,0,0,14,10,0
2636.641707,6,0,1,0,1,0,1,1,2,2,0
2637.914456,3,0,1,0,0,0,0,0,16,16,0
2639.327474,5,0,3,0,0,0,0,0,5,3,0
2639.784384,3,0,1,0,1,0,1,1,2,1,0
2640.012604,6,0,1,0,0,0,0,0,13,5,0
2641.850548,2,0,1,0,1,0,1,0,3,2,0
2643.928587,6,0,0,0,0,0,0,0,16,1,0
2643.957123,3,0,0,0,1,0,1,1,10,5,0
2644.076283,3,0,0,0,0,0,0,1,16,1,0
2644.628838,3,0,0,0,0,0,0,0,18,14,0
2644.842616,2,0,1,0,1,0,1,1,2,1,0
2645.142323,6,0,0,0,0,0,0,1,18,14,0
2646.776951,6,0,1,0,1,0,1,1,2,0,0
2647.423343,5,0,0,0,0,0,0,1,16,0,0
2649.800212,6,0,0,0,1,0,1,0,10,5,0
2651.887147,3,0,1,0,1,0,1,0,3,2,0
2655.994939,3,0,3,0,0,0,0,0,5,2,0
2656.853437,3,0,1,0,0,0,0,1,13,5,0
2657.129282,3,0,2,0,0,0,0,0,10,4,0
2657.309733,6,0,1,0,1,0,1,0,3,1,0
2660.006492,6,0,1,0,0,0,0,1,14,10,0
2659.568498,3,0,0,0,0,0,0,0,20,20,0
2660.910396,5,0,1,0,1,0,1,0,3,1,0
2660.976933,2,0,2,0,0,0,0,1,10,9,1
2661.816295,3,0,2,0,0,0,0,0,11,8,0
2661.371227,6,0,0,0,0,0,0,1,20,20,0
2662.675825,3,0,1,0,1,0,1,1,3,3,0
2662.749400,3,0,0,0,1,0,1,0,10,4,0
2663.803469,2,0,3,0,0,0,0,0,6,6,1
2664.282182,3,0,1,0,1,0,1,0,3,0,1
2664.378505,3,0,2,0,0,0,0,1,9,5,0
2664.609802,6,0,2,0,0,0,0,0,12,11,0
2666.017473,6,0,3,0,0,0,0,0,5,1,0
2666.093051,6,0,1,0,0,0,0,0,15,13,0
2667.067481,6,0,0,0,1,0,1,0,11,9,1
2667.437032,6,0,0,0,1,0,1,1,10,4,0
2667.596907,3,0,0,0,1,0,1,0,12,12,0
2667.622373,3,0,1,0,1,0,1,0,4,4,0
2669.361753,2,0,3,0,0,0,0,0,5,0,1
2672.894861,3,0,1,0,0,0,0,0,13,4,0
2674.311416,5,0,0,0,1,0,1,1,10,4,0
2676.509837,6,0,2,0,0,0,0,0,12,11,0
2677.867330,3,0,2,0,0,0,0,0,11,8,0
2679.735857,2,0,0,0,1,0,1,0,10,4,0
2679.662875,6,0,0,0,0,0,0,0,19,17,0
2680.203878,3,0,1,0,1,0,1,1,3,3,0
2680.560655,3,0,0,0,0,0,0,1,19,17,0
2682.959491,2,0,0,0,1,0,1,0,11,8,0
2685.236598,5,0,0,0,1,0,1,1,11,8,0
2685.381212,5,0,2,0,0,0,0,0,10,3,0
2685.499157,5,0,1,0,1,0,1,1,3,2,0
2688.288100,2,0,1,0,1,0,1,0,4,4,0
2688.663064,6,0,1,0,0,0,0,1,13,4,0
2691.042502,5,0,0,0,1,0,1,0,12,11,0
2691.217199,6,0,1,0,0,0,0,1,16,16,0
2692.522627,2,0,0,0,1,0,1,1,12,11,0
2693.869220,6,0,0,0,1,0,1,0,10,3,0
2695.909741,6,0,2,0,0,0,0,1,9,4,0
2696.457845,3,0,2,0,0,0,0,0,10,2,0
2697.008168,6,0,1,0,1,0,1,1,3,2,0
2698.208848,5,0,0,0,0,0,0,0,17,9,0
2698.372796,5,0,1,0,0,0,0,0,13,3,0
2698.447414,2,0,0,0,0,0,0,1,17,9,1
2699.696748,3,0,0,0,1,0,1,1,10,3,0
2700.140654,6,0,3,0,0,0,0,0,6,5,0
2700.220113,6,0,1,0,1,0,1,0,4,3,1
2700.414699,3,0,1,0,1,0,1,1,3,1,0
2700.905782,3,0,1,0,0,0,0,1,15,13,0
2701.223680,6,0,0,0,1,0,1,0,10,3,1
2704.766022,3,0,0,0,1,0,1,1,10,1,0
2706.534022,5,0,1,0,0,0,0,0,14,9,0
2707.502231,6,0,1,0,1,0,1,1,3,0,1
2707.936889,2,0,1,0,1,0,1,1,3,1,0
2710.392012,6,0,2,0,0,0,0,0,10,1,0
2711.280404,6,0,1,0,1,0,1,1,4,4,0
2713.267588,2,0,1,0,0,0,0,1,13,3,1
2714.507583,3,0,0,0,1,0,1,0,10,2,0
2715.304300,2,0,0,0,1,0,1,0,10,2,0
2715.858443,6,0,0,0,1,0,1,1,10,0,0
2716.458810,3,0,1,0,0,0,0,0,13,2,0
2716.688595,6,0,1,0,1,0,1,0,4,3,0
2720.422499,2,0,2,0,0,0,0,1,9,3,1
2720.533186,6,0,2,0,0,0,0,1,10,8,0
2721.700140,2,0,0,0,1,0,1,1,10,1,0
2724.198449,2,0,1,0,1,0,1,0,4,2,0
2724.847466,6,0,0,0,1,0,1,1,11,8,0
2725.391558,5,0,0,0,1,0,1,1,10,2,0
2727.264109,6,0,1,0,0,0,0,0,13,1,0
2728.387238,2,0,1,0,0,0,0,1,14,9,1
2729.445702,5,0,1,0,1,0,1,0,5,5,0
2730.043106,3,0,3,0,0,0,0,0,6,4,0
2730.127082,3,0,0,0,1,0,1,0,11,8,0
2730.812264,6,0,2,0,0,0,0,0,13,13,0
2730.952169,6,0,1,0,0,0,0,1,13,2,0
2730.935480,2,0,1,0,0,0,0,0,13,0,1
2732.965260,3,0,2,0,0,0,0,1,11,11,0
2733.590133,3,0,1,0,1,0,1,0,4,2,0
2735.118852,6,0,0,0,1,0,1,0,10,1,0
2735.939581,5,0,1,0,1,0,1,1,4,4,0
2737.928301,6,0,2,0,0,0,0,1,9,2,0
2739.654072,6,0,1,0,1,0,1,0,4,1,0
2739.790963,6,0,0,0,0,0,0,0,18,13,0
2740.198306,3,0,0,0,0,0,0,1,18,13,0
2741.441281,3,0,1,0,0,0,0,1,13,1,0
2741.483172,6,0,2,0,0,0,0,0,11,7,0
2743.456859,3,0,0,0,1,0,1,1,10,1,0
2743.717996,3,0,1,0,1,0,1,1,4,3,1
2744.690592,6,0,0,0,1,0,1,0,11,7,0
2744.987999,3,0,0,0,1,0,1,0,10,0,0
2746.781965,3,0,1,0,1,0,1,0,4,0,0
2746.994869,5,0,1,0,1,0,1,0,4,1,0
2747.604543,3,0,0,0,1,0,1,1,11,7,0
2748.216724,5,0,0,0,1,0,1,0,10,1,0
2748.427702,3,0,2,0,0,0,0,1,9,1,0
2752.407872,3,0,0,0,1,0,1,1,12,11,0
